#<P_set1*P_set1>,<P_set2*P_set2>,<P_set1*P_set2>
tau = 0 11259 11070 1003
tau = 1 1019 998 1016
tau = 2 997 1007 1035
tau = 3 1064 1030 1050
tau = 4 1036 988 1020
tau = 5 999 997 1034
tau = 6 1051 1069 1060
tau = 7 1043 1107 1099
